Id                  Entry                    File_Name      
1                   20230222_9f0e750f-fb9f-4d54-b7d4-55b52d21412701IT-1-2023.xmlsdfasdsag8478107251250957954.xml
7                   9093339120               IT0526289001423053_FG2R1.xml
500                 8968343787               IT00210759999_1p142.XML
501                 8968010684               IT00210759999_sL7se.XML
502                 8983177149               IT016417907022023q_01cE7.xml
503                 8968662094               IT00210759999_g5iz9.XML
504                 8964904746               IT016417907022023K_016sa.xml
505                 8966281084               IT01533080675_50zzo.xml
506                 8959733907               IT00865310221_L1EWN.xml
507                 8972179618               IT00484960588_6PZRC.xml
508                 8968267800               IT00210759999_k5152.XML
509                 8968365997               IT00210759999_0MHaT.XML
510                 8944880658               IT01452340936_0000A.xml
511                 8968449460               IT00210759999_V2274.XML
512                 8968664170               IT00210759999_0Q88N.XML
513                 8947368171               IT03336420967_9jy13.xml
514                 8976980519               IT07945211006S7LDS_W6VIN.xml
515                 8951528774               IT03632460485_96G6A.xml
516                 8950286379               IT0526289001423032_CS6B2.xml
517                 8968266886               IT00210759999_kx5I6.XML
518                 8973287285               IT00865310221_L2UUL.xml
519                 8967785387               IT09247981005_G5mB3.xml
520                 8975791820               IT07945211006NWLDS_PFLSA.xml
400                 9121915089               IT016417907022023j_01SQC.xml
521                 8965080629               IT03556360174_00V2R.xml
401                 9122116047               IT12510170157_025JK.xml
522                 8961032607               IT0526289001423034_CY4F2.xml
523                 8968221747               IT00210759999_7qsqm.XML
402                 9125445319               IT01621900479_0SfJC.xml
524                 8968269214               IT00210759999_2WuA7.XML
525                 8968656355               IT00210759999_TwCeo.XML
526                 8953336040               IT01705590931_HV93B.xml
406                 9123446392               IT03607530965_00E2S.xml
527                 8966229634               IT04077341008_C6RX3.xml
528                 8958104698               IT00424730372_02DDO.xml
407                 9128708405               IT07945211006GMLEO_IWA2G.xml
529                 8968270231               IT00210759999_o9lwG.XML
409                 9133883183               01EU-3-2023.xml8488924581254976909.xml
530                 8953871881               IT07945211006TQLDM_T6TAM.xml
531                 8974788364               IT12581270969_Z9CCV.xml
410                 9134022062               01EU-4-2023.xml5579459176772931588.xml
532                 8958586933               IT0526289001423033_CVY2F.xml
411                 9134110315               01IT-187-2023.xml7551776528956568725.xml
533                 8952687693               IT00865310221_L0MS9.xml
412                 9134110627               01IT-188-2023.xml560675380546912337.xml
413                 9134110928               01IT-191-2023.xml287989728009301842.xml
534                 8952985387               IT02355260981_JYA95.xml
535                 8948661460               IT07945211006DWLDL_M33CF.xml
414                 9134111389               01IT-186-2023.xml1966413286877603674.xml
536                 8958104608               IT00424730372_02DDM.xml
415                 9134111782               01IT-189-2023.xml3069090006766629637.xml
416                 9134112050               01IT-190-2023.xml6066976076244356888.xml
538                 9136439248               01IT-202-2023.xml7487997592659216176.xml
417                 9134112324               01IT-192-2023.xml5515924999138330008.xml
418                 9126252964               IT01879020517A2023_aJ6xR.xml
539                 9125645388               IT01621900479_0SfZF.xml
419                 9134213913               01IT-193-2023.xml5201998918353069480.xml
540                 9126451879               IT09462880965_00V83.xml
420                 9134214433               01IT-194-2023.xml728593042779543137.xml
541                 9126417486               NL10209790152_Bb7AH.xml
300                 9099164271               IT00210759999_BBO1k.XML
421                 9134214753               01IT-195-2023.xml7883778060293089151.xml
542                 9126498859               IT0164179070220238_01UZL.xml
543                 9126297882               IT01879020517A2023_aJ7zP.xml
301                 9100281623               IT00865310221_LEYUT.xml
422                 9134215168               01IT-196-2023.xml8321263411701227150.xml
423                 9134215618               01IT-197-2023.xml2699479591466071512.xml
302                 9100281734               IT00865310221_LEYUZ.xml
544                 9137191596               01EU-5-2023.xml5220746084830907416.xml
545                 20230301_198a9488-13c3-4e91-8bfc-069ef7a1618801IT-203-2023.xml431136068353777095.xml
424                 9126475200               IT09462880965_00V84.xml
303                 9100281718               IT00865310221_LEYUY.xml
304                 9100567722               IT10131100157_E0375.xml
546                 20230302_7d28bede-9e66-45e2-93e5-08bbc9350e3f01IT-204-2023.xml9168678099411861414.xml
425                 9134559078               01IT-198-2023.xml8124346308027366012.xml
305                 9100567694               IT10131100157_E0370.xml
426                 9134559333               01IT-199-2023.xml6381952405278582244.xml
547                 9141082843               IT00210759999_HZ2I8.XML
306                 9100567712               IT10131100157_E0373.xml
548                 9141083038               IT00210759999_k04xM.XML
427                 9134646882               01IT-200-2023.xml3223920017702188914.xml
307                 9100567700               IT10131100157_E0372.xml
428                 9134833841               01IT-201-2023.xml6584740336692395607.xml
549                 9141085823               IT00210759999_Wu02Q.XML
308                 9100960840               IT10442360961_76B2G.xml
429                 8968273173               IT00210759999_t09gE.XML
309                 9103610977               IT02355260981_JuNfn.xml
550                 9133561564               IT03336420967_a37f7.xml
430                 8968012452               IT00210759999_13q79.XML
551                 9141143940               IT00210759999_qIEvx.XML
552                 9141026142               IT00210759999_eJpLW.XML
431                 8951017557               IT00865310221_L0FL9.xml
310                 9107358825               IT00210759999_79qtd.XML
553                 9129205382               IT04077341008_CD6L5.xml
432                 8963760269               IT02355260981_JaXoh.xml
311                 9107358433               IT00210759999_XSUYh.XML
554                 9136649627               IT07945211006WWLEP_NLL0T.xml
433                 8968340674               IT00210759999_2G3V7.XML
312                 9107359557               IT00210759999_Aht9y.XML
434                 8968348130               IT00210759999_7Bdo5.XML
555                 9131687849               IT04935230963G2LEO_LMSKM.xml
313                 9107359063               IT00210759999_30GY6.XML
556                 9141086027               IT00210759999_79kEN.XML
435                 8985658269               IT08973230967_5mmkF.xml
314                 9107359365               IT00210759999_68BmO.XML
557                 9140918934               IT00210759999_Q4S91.XML
436                 8944295293               IT01879020517A2023_anoKe.xml
315                 9106322167               IT00218470938_04YFB.xml
558                 9141086142               IT00210759999_MhO5G.XML
437                 8968269121               IT00210759999_H11p6.XML
316                 9111987586               01IT-148-2023.xmlsdfasdsag2630106442584602521.xml
438                 8968657142               IT00210759999_QFou3.XML
559                 9140908322               IT00210759999_G4185.XML
